code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,teachingMethod,enrollmentControls
IRE199H1,IRE,F,25,23,ONLSYNC,LEC,1
IRE240H1,IRE,F,120,105,ONLSYNC,LEC,*
IRE242H1,IRE,F,60,51,ONLSYNC,LEC,*
IRE244H1,IRE,S,28,20,CLASS,LEC,*
IRE244H1,IRE,S,72,72,ONLSYNC,LEC,*
IRE260H1,IRE,F,60,53,ONLSYNC,LEC,*
IRE260H1,IRE,S,0,0,CLASS,LEC,*
IRE260H1,IRE,S,60,35,ONLSYNC,LEC,*
IRE339H1,IRE,F,16,8,CLASS,LEC,*
IRE339H1,IRE,F,29,29,ONLSYNC,LEC,*
IRE342H1,IRE,F,65,32,ONLSYNC,LEC,*
IRE346H1,IRE,S,20,20,CLASS,LEC,*
IRE346H1,IRE,S,55,55,ONLSYNC,LEC,*
IRE347H1,IRE,S,20,20,CLASS,LEC,*
IRE347H1,IRE,S,45,45,ONLSYNC,LEC,*
IRE348H1,IRE,F,65,65,ONLSYNC,LEC,*
IRE367H1,IRE,F,65,64,ONLSYNC,LEC,*
IRE378H1,IRE,S,20,0,CLASS,LEC,*
IRE378H1,IRE,S,45,43,ONLSYNC,LEC,*
IRE379H1,IRE,S,6,5,CLASS,LEC,*
IRE379H1,IRE,S,24,22,ONLSYNC,LEC,*
IRE430H1,IRE,F,65,41,ONLSYNC,LEC,*
IRE431H1,IRE,S,20,8,CLASS,LEC,*
IRE431H1,IRE,S,45,32,ONLSYNC,LEC,*
IRE446H1,IRE,S,14,0,CLASS,LEC,*
IRE446H1,IRE,S,16,8,ONLSYNC,LEC,*
IRE472H1,IRE,F,35,21,ONLSYNC,LEC,*
IRE494H1,IRE,S,6,6,CLASS,LEC,*
IRE494H1,IRE,S,24,3,ONLSYNC,LEC,*
ENG100H1,ENG,F,200,200,ONLSYNC,LEC,1
ENG100H1,ENG,S,200,200,ONLSYNC,LEC,1
ENG102H1,ENG,F,120,100,ONLASYNC,LEC,1
ENG140Y1,ENG,Y,440,229,ONLSYNC,LEC,1
ENG140Y1,ENG,Y,20,19,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,10,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,5,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,4,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,6,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,5,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,19,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,6,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,6,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,3,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,1,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,4,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,0,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,8,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,3,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,2,ONLSYNC,TUT,
ENG140Y1,ENG,Y,20,4,ONLSYNC,TUT,
ENG150Y1,ENG,Y,200,120,ONLSYNC,LEC,1
ENG150Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,20,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,9,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,4,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,17,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,4,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,1,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,6,ONLSYNC,TUT,
ENG150Y1,ENG,Y,20,5,ONLSYNC,TUT,
ENG196H1,ENG,F,24,24,ONLSYNC,LEC,1
ENG197H1,ENG,F,24,0,ONLSYNC,LEC,1
ENG198H1,ENG,S,5,5,CLASS,LEC,1
ENG198H1,ENG,S,19,19,ONLSYNC,LEC,1
ENG201Y1,ENG,Y,7,7,CLASS,LEC,*
ENG201Y1,ENG,Y,53,29,ONLSYNC,LEC,*
ENG201Y1,ENG,Y,15,15,ONLSYNC,TUT,
ENG201Y1,ENG,Y,15,13,ONLSYNC,TUT,
ENG201Y1,ENG,Y,15,6,ONLSYNC,TUT,
ENG201Y1,ENG,Y,15,1,ONLSYNC,TUT,
ENG202H1,ENG,F,200,191,ONLASYNC,LEC,*
ENG202H1,ENG,F,20,20,ONLSYNC,TUT,
ENG202H1,ENG,F,20,20,ONLSYNC,TUT,
ENG202H1,ENG,F,20,19,ONLSYNC,TUT,
ENG202H1,ENG,F,20,20,ONLSYNC,TUT,
ENG202H1,ENG,F,20,17,ONLSYNC,TUT,
ENG202H1,ENG,F,20,20,ONLSYNC,TUT,
ENG202H1,ENG,F,20,20,ONLSYNC,TUT,
ENG202H1,ENG,F,20,17,ONLSYNC,TUT,
ENG202H1,ENG,F,20,12,ONLSYNC,TUT,
ENG202H1,ENG,F,20,14,ONLSYNC,TUT,
ENG202H1,ENG,S,32,32,CLASS,LEC,*
ENG202H1,ENG,S,168,41,ONLSYNC,LEC,*
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,3,0,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,6,1,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,5,0,CLASS,TUT,
ENG202H1,ENG,S,15,15,ONLSYNC,TUT,
ENG202H1,ENG,S,15,9,ONLSYNC,TUT,
ENG202H1,ENG,S,17,8,ONLSYNC,TUT,
ENG202H1,ENG,S,15,6,ONLSYNC,TUT,
ENG202H1,ENG,S,15,4,ONLSYNC,TUT,
ENG202H1,ENG,S,15,15,ONLSYNC,TUT,
ENG202H1,ENG,S,14,6,ONLSYNC,TUT,
ENG202H1,ENG,S,15,4,ONLSYNC,TUT,
ENG202H1,ENG,S,15,2,ONLSYNC,TUT,
ENG202H1,ENG,S,15,3,ONLSYNC,TUT,
ENG203H1,ENG,F,80,79,ONLSYNC,LEC,*
ENG203H1,ENG,F,20,20,ONLSYNC,TUT,
ENG203H1,ENG,F,20,20,ONLSYNC,TUT,
ENG203H1,ENG,F,20,20,ONLSYNC,TUT,
ENG203H1,ENG,F,20,15,ONLSYNC,TUT,
ENG203H1,ENG,S,200,200,ONLSYNC,LEC,*
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,19,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,20,ONLSYNC,TUT,
ENG203H1,ENG,S,20,12,ONLSYNC,TUT,
ENG213H1,ENG,F,16,16,CLASS,LEC,*
ENG213H1,ENG,F,29,29,ONLSYNC,LEC,*
ENG215H1,ENG,F,28,9,CLASS,LEC,*
ENG215H1,ENG,F,17,12,ONLSYNC,LEC,*
ENG215H1,ENG,S,9,7,CLASS,LEC,*
ENG215H1,ENG,S,36,11,ONLSYNC,LEC,*
ENG220H1,ENG,F,23,23,CLASS,LEC,*
ENG220H1,ENG,F,97,72,ONLSYNC,LEC,*
ENG220H1,ENG,S,23,21,CLASS,LEC,*
ENG220H1,ENG,S,97,35,ONLSYNC,LEC,*
ENG234H1,ENG,F,80,79,ONLSYNC,LEC,*
ENG235H1,ENG,F,30,30,CLASS,LEC,
ENG235H1,ENG,F,90,90,ONLSYNC,LEC,
ENG235H1,ENG,S,23,23,CLASS,LEC,
ENG235H1,ENG,S,97,97,ONLSYNC,LEC,
ENG237H1,ENG,F,120,101,ONLSYNC,LEC,
ENG239H1,ENG,S,25,25,CLASS,LEC,
ENG239H1,ENG,S,135,132,ONLSYNC,LEC,
ENG240Y1,ENG,Y,12,7,CLASS,LEC,*
ENG240Y1,ENG,Y,33,11,ONLSYNC,LEC,*
ENG250H1,ENG,F,23,23,CLASS,LEC,*
ENG250H1,ENG,F,177,132,ONLSYNC,LEC,*
ENG250H1,ENG,F,20,20,ONLSYNC,TUT,
ENG250H1,ENG,F,20,20,ONLSYNC,TUT,
ENG250H1,ENG,F,20,20,ONLSYNC,TUT,
ENG250H1,ENG,F,20,20,ONLSYNC,TUT,
ENG250H1,ENG,F,20,20,ONLSYNC,TUT,
ENG250H1,ENG,F,20,20,ONLSYNC,TUT,
ENG250H1,ENG,F,20,12,ONLSYNC,TUT,
ENG250H1,ENG,F,20,7,ONLSYNC,TUT,
ENG250H1,ENG,F,20,5,ONLSYNC,TUT,
ENG250H1,ENG,F,20,3,ONLSYNC,TUT,
ENG250H1,ENG,S,200,120,ONLSYNC,LEC,*
ENG250H1,ENG,S,20,20,ONLSYNC,TUT,
ENG250H1,ENG,S,20,20,ONLSYNC,TUT,
ENG250H1,ENG,S,20,20,ONLSYNC,TUT,
ENG250H1,ENG,S,20,19,ONLSYNC,TUT,
ENG250H1,ENG,S,20,14,ONLSYNC,TUT,
ENG250H1,ENG,S,20,11,ONLSYNC,TUT,
ENG250H1,ENG,S,20,2,ONLSYNC,TUT,
ENG250H1,ENG,S,20,3,ONLSYNC,TUT,
ENG250H1,ENG,S,20,2,ONLSYNC,TUT,
ENG250H1,ENG,S,20,5,ONLSYNC,TUT,
ENG252H1,ENG,F,45,18,CLASS,LEC,*
ENG252H1,ENG,F,18,14,CLASS,LEC,*
ENG252H1,ENG,F,55,34,ONLSYNC,LEC,*
ENG252H1,ENG,F,82,35,ONLSYNC,LEC,*
ENG252H1,ENG,F,20,20,ONLSYNC,TUT,
ENG252H1,ENG,F,20,1,ONLSYNC,TUT,
ENG252H1,ENG,F,20,3,ONLSYNC,TUT,
ENG252H1,ENG,F,20,8,ONLSYNC,TUT,
ENG252H1,ENG,F,20,20,ONLSYNC,TUT,
ENG252H1,ENG,F,20,18,ONLSYNC,TUT,
ENG252H1,ENG,F,20,7,ONLSYNC,TUT,
ENG252H1,ENG,F,20,6,ONLSYNC,TUT,
ENG252H1,ENG,F,20,10,ONLSYNC,TUT,
ENG252H1,ENG,F,20,8,ONLSYNC,TUT,
ENG252H1,ENG,S,14,14,CLASS,LEC,*
ENG252H1,ENG,S,18,18,CLASS,LEC,*
ENG252H1,ENG,S,86,51,ONLSYNC,LEC,*
ENG252H1,ENG,S,82,34,ONLSYNC,LEC,*
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,3,0,CLASS,TUT,
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,5,1,CLASS,TUT,
ENG252H1,ENG,S,6,0,CLASS,TUT,
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,5,0,CLASS,TUT,
ENG252H1,ENG,S,15,11,ONLSYNC,TUT,
ENG252H1,ENG,S,15,15,ONLSYNC,TUT,
ENG252H1,ENG,S,17,11,ONLSYNC,TUT,
ENG252H1,ENG,S,15,13,ONLSYNC,TUT,
ENG252H1,ENG,S,15,2,ONLSYNC,TUT,
ENG252H1,ENG,S,15,13,ONLSYNC,TUT,
ENG252H1,ENG,S,15,15,ONLSYNC,TUT,
ENG252H1,ENG,S,14,14,ONLSYNC,TUT,
ENG252H1,ENG,S,15,14,ONLSYNC,TUT,
ENG252H1,ENG,S,15,8,ONLSYNC,TUT,
ENG269H1,ENG,F,40,40,ONLASYNC,LEC,
ENG270H1,ENG,F,13,13,CLASS,LEC,*
ENG270H1,ENG,F,32,32,ONLSYNC,LEC,*
ENG273Y1,ENG,Y,12,12,CLASS,LEC,
ENG273Y1,ENG,Y,68,58,ONLSYNC,LEC,
ENG280H1,ENG,F,22,22,CLASS,LEC,*
ENG280H1,ENG,F,23,23,ONLSYNC,LEC,*
ENG280H1,ENG,S,11,11,CLASS,LEC,*
ENG280H1,ENG,S,34,34,ONLSYNC,LEC,*
ENG281H1,ENG,S,10,10,CLASS,LEC,*
ENG281H1,ENG,S,50,50,ONLSYNC,LEC,*
ENG281H1,ENG,S,4,3,CLASS,TUT,
ENG281H1,ENG,S,5,4,CLASS,TUT,
ENG281H1,ENG,S,4,4,CLASS,TUT,
ENG281H1,ENG,S,5,2,CLASS,TUT,
ENG281H1,ENG,S,11,10,ONLSYNC,TUT,
ENG281H1,ENG,S,10,10,ONLSYNC,TUT,
ENG281H1,ENG,S,11,11,ONLSYNC,TUT,
ENG281H1,ENG,S,10,10,ONLSYNC,TUT,
ENG285H1,ENG,F,13,13,CLASS,LEC,*
ENG285H1,ENG,F,32,32,ONLSYNC,LEC,*
ENG287H1,ENG,F,200,134,ONLASYNC,LEC,*
ENG287H1,ENG,F,20,20,ONLSYNC,TUT,
ENG287H1,ENG,F,20,20,ONLSYNC,TUT,
ENG287H1,ENG,F,20,20,ONLSYNC,TUT,
ENG287H1,ENG,F,20,18,ONLSYNC,TUT,
ENG287H1,ENG,F,20,7,ONLSYNC,TUT,
ENG287H1,ENG,F,20,11,ONLSYNC,TUT,
ENG287H1,ENG,F,20,8,ONLSYNC,TUT,
ENG287H1,ENG,F,20,9,ONLSYNC,TUT,
ENG287H1,ENG,F,20,5,ONLSYNC,TUT,
ENG287H1,ENG,F,20,9,ONLSYNC,TUT,
ENG289H1,ENG,F,96,96,ONLSYNC,LEC,*
ENG289H1,ENG,F,16,14,ONLSYNC,TUT,
ENG289H1,ENG,F,16,16,ONLSYNC,TUT,
ENG289H1,ENG,F,16,13,ONLSYNC,TUT,
ENG289H1,ENG,F,16,16,ONLSYNC,TUT,
ENG289H1,ENG,F,16,16,ONLSYNC,TUT,
ENG289H1,ENG,F,16,12,ONLSYNC,TUT,
ENG300Y1,ENG,Y,11,6,CLASS,LEC,*
ENG300Y1,ENG,Y,34,10,ONLSYNC,LEC,*
ENG303H1,ENG,F,45,45,ONLSYNC,LEC,
ENG306Y1,ENG,Y,45,30,ONLSYNC,LEC,*
ENG308Y1,ENG,Y,45,35,ONLSYNC,LEC,*
ENG308Y1,ENG,Y,45,36,ONLSYNC,LEC,*
ENG311H1,ENG,S,9,9,CLASS,LEC,*
ENG311H1,ENG,S,36,36,ONLSYNC,LEC,*
ENG320Y1,ENG,Y,10,10,CLASS,LEC,*
ENG320Y1,ENG,Y,35,35,ONLSYNC,LEC,*
ENG322Y1,ENG,Y,14,14,CLASS,LEC,*
ENG322Y1,ENG,Y,66,34,ONLSYNC,LEC,*
ENG323H1,ENG,F,45,45,ONLSYNC,LEC,*
ENG323H1,ENG,S,12,12,CLASS,LEC,*
ENG323H1,ENG,S,33,33,ONLSYNC,LEC,*
ENG324Y1,ENG,Y,45,35,ONLSYNC,LEC,
ENG328Y1,ENG,Y,12,12,CLASS,LEC,*
ENG328Y1,ENG,Y,33,33,ONLSYNC,LEC,*
ENG330H1,ENG,F,12,12,CLASS,LEC,
ENG330H1,ENG,F,33,18,ONLSYNC,LEC,
ENG340H1,ENG,S,10,0,CLASS,LEC,*
ENG340H1,ENG,S,20,3,ONLSYNC,LEC,*
ENG341H1,ENG,S,10,10,CLASS,LEC,*
ENG341H1,ENG,S,35,34,ONLSYNC,LEC,*
ENG347Y1,ENG,Y,45,10,ONLSYNC,LEC,*
ENG348Y1,ENG,Y,18,8,CLASS,LEC,*
ENG348Y1,ENG,Y,27,7,ONLSYNC,LEC,*
ENG350H1,ENG,F,45,28,ONLSYNC,LEC,*
ENG353Y1,ENG,Y,11,10,CLASS,LEC,*
ENG353Y1,ENG,Y,34,19,ONLSYNC,LEC,*
ENG354Y1,ENG,Y,16,1,CLASS,LEC,*
ENG354Y1,ENG,Y,29,15,ONLSYNC,LEC,*
ENG357H1,ENG,S,21,21,CLASS,LEC,*
ENG357H1,ENG,S,24,24,ONLSYNC,LEC,*
ENG363Y1,ENG,Y,23,5,CLASS,LEC,
ENG363Y1,ENG,Y,22,10,ONLSYNC,LEC,
ENG365H1,ENG,S,15,15,CLASS,LEC,*
ENG365H1,ENG,S,30,30,ONLSYNC,LEC,*
ENG371H1,ENG,F,45,45,ONLSYNC,LEC,*
ENG371H1,ENG,S,8,8,CLASS,LEC,*
ENG371H1,ENG,S,37,37,ONLSYNC,LEC,*
ENG372H1,ENG,F,23,19,CLASS,LEC,*
ENG372H1,ENG,F,22,22,ONLSYNC,LEC,*
ENG373H1,ENG,F,14,14,CLASS,LEC,*
ENG373H1,ENG,F,31,31,ONLSYNC,LEC,*
ENG373H1,ENG,S,9,9,CLASS,LEC,*
ENG373H1,ENG,S,36,36,ONLSYNC,LEC,*
ENG374H1,ENG,F,45,29,ONLSYNC,LEC,*
ENG378H1,ENG,F,20,15,CLASS,LEC,*
ENG378H1,ENG,F,25,25,ONLSYNC,LEC,*
ENG379H1,ENG,S,8,6,CLASS,LEC,*
ENG379H1,ENG,S,37,7,ONLSYNC,LEC,*
ENG382Y1,ENG,Y,23,17,CLASS,LEC,
ENG382Y1,ENG,Y,22,22,ONLSYNC,LEC,
ENG385H1,ENG,F,23,23,CLASS,LEC,*
ENG385H1,ENG,F,22,22,ONLSYNC,LEC,*
ENG388H1,ENG,S,20,13,ONLSYNC,LEC,
ENG389H1,ENG,F,20,19,ONLSYNC,LEC,*
ENG480H1,ENG,F,10,7,CLASS,LEC,4
ENG480H1,ENG,F,10,7,ONLSYNC,LEC,4
ENG480H1,ENG,S,5,2,CLASS,LEC,4
ENG480H1,ENG,S,5,4,CLASS,LEC,4
ENG480H1,ENG,S,15,1,ONLSYNC,LEC,4
ENG480H1,ENG,S,15,7,ONLSYNC,LEC,4
ENG481H1,ENG,F,20,5,CLASS,LEC,4
ENG481H1,ENG,F,20,12,ONLSYNC,LEC,*
ENG481H1,ENG,F,0,0,ONLSYNC,LEC,4
ENG481H1,ENG,S,9,8,CLASS,LEC,4
ENG481H1,ENG,S,4,4,CLASS,LEC,4
ENG481H1,ENG,S,11,11,ONLSYNC,LEC,4
ENG481H1,ENG,S,16,12,ONLSYNC,LEC,4
ENG482H1,ENG,F,20,3,ONLSYNC,LEC,4
ENG482H1,ENG,S,5,5,CLASS,LEC,4
ENG482H1,ENG,S,15,15,ONLSYNC,LEC,4
ENG483H1,ENG,F,10,10,CLASS,LEC,4
ENG483H1,ENG,F,10,5,ONLSYNC,LEC,4
ENG483H1,ENG,S,5,5,CLASS,LEC,4
ENG483H1,ENG,S,15,13,ONLSYNC,LEC,4
ENG484H1,ENG,S,3,3,CLASS,LEC,4
ENG484H1,ENG,S,17,8,ONLSYNC,LEC,4
ENG485H1,ENG,F,10,10,CLASS,LEC,4
ENG485H1,ENG,F,10,6,ONLSYNC,LEC,4
ENG485H1,ENG,S,5,5,CLASS,LEC,4
ENG485H1,ENG,S,15,6,ONLSYNC,LEC,4
ENG486H1,ENG,F,20,20,ONLSYNC,LEC,4
ENG486H1,ENG,F,10,7,CLASS,LEC,4
ENG486H1,ENG,F,9,7,CLASS,LEC,4
ENG486H1,ENG,F,10,4,ONLSYNC,LEC,4
ENG486H1,ENG,F,11,7,ONLSYNC,LEC,4
ENG487H1,ENG,F,10,7,CLASS,LEC,4
ENG487H1,ENG,F,10,2,ONLSYNC,LEC,4
ENG488H1,ENG,S,5,5,CLASS,LEC,4
ENG488H1,ENG,S,5,5,CLASS,LEC,4
ENG488H1,ENG,S,15,11,ONLSYNC,LEC,4
ENG488H1,ENG,S,15,6,ONLSYNC,LEC,4
ENG489H1,ENG,F,20,12,ONLSYNC,LEC,4
ENG499Y1,ENG,Y,9,0,CLASS,LEC,4
ENG499Y1,ENG,Y,6,0,ONLSYNC,LEC,4
ENV100H1,ENVMT,F,500,298,ONLSYNC,LEC,
ENV100H1,ENVMT,F,100,100,ONLSYNC,TUT,
ENV100H1,ENVMT,F,100,90,ONLSYNC,TUT,
ENV100H1,ENVMT,F,100,35,ONLSYNC,TUT,
ENV100H1,ENVMT,F,100,36,ONLSYNC,TUT,
ENV100H1,ENVMT,F,100,12,ONLSYNC,TUT,
ENV198H1,ENVMT,S,8,8,CLASS,LEC,1
ENV198H1,ENVMT,S,17,17,ONLSYNC,LEC,1
ENV199H1,ENVMT,S,10,10,CLASS,LEC,1
ENV199H1,ENVMT,S,15,15,ONLSYNC,LEC,1
ENV200H1,ENVMT,S,72,47,CLASS,LEC,*
ENV200H1,ENVMT,S,428,139,ONLSYNC,LEC,*
ENV200H1,ENVMT,S,6,6,CLASS,TUT,
ENV200H1,ENVMT,S,6,3,CLASS,TUT,
ENV200H1,ENVMT,S,9,8,CLASS,TUT,
ENV200H1,ENVMT,S,6,6,CLASS,TUT,
ENV200H1,ENVMT,S,18,3,CLASS,TUT,
ENV200H1,ENVMT,S,6,2,CLASS,TUT,
ENV200H1,ENVMT,S,9,4,CLASS,TUT,
ENV200H1,ENVMT,S,6,0,CLASS,TUT,
ENV200H1,ENVMT,S,18,1,CLASS,TUT,
ENV200H1,ENVMT,S,6,4,CLASS,TUT,
ENV200H1,ENVMT,S,6,3,CLASS,TUT,
ENV200H1,ENVMT,S,6,1,CLASS,TUT,
ENV200H1,ENVMT,S,12,2,CLASS,TUT,
ENV200H1,ENVMT,S,12,1,CLASS,TUT,
ENV200H1,ENVMT,S,6,2,CLASS,TUT,
ENV200H1,ENVMT,S,11,4,CLASS,TUT,
ENV200H1,ENVMT,S,6,0,CLASS,TUT,
ENV200H1,ENVMT,S,12,0,CLASS,TUT,
ENV200H1,ENVMT,S,6,0,CLASS,TUT,
ENV200H1,ENVMT,S,11,1,CLASS,TUT,
ENV200H1,ENVMT,S,19,19,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,18,ONLSYNC,TUT,
ENV200H1,ENVMT,S,16,13,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,7,ONLSYNC,TUT,
ENV200H1,ENVMT,S,7,1,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,2,ONLSYNC,TUT,
ENV200H1,ENVMT,S,16,4,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,0,ONLSYNC,TUT,
ENV200H1,ENVMT,S,7,2,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,8,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,11,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,14,ONLSYNC,TUT,
ENV200H1,ENVMT,S,13,3,ONLSYNC,TUT,
ENV200H1,ENVMT,S,13,6,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,1,ONLSYNC,TUT,
ENV200H1,ENVMT,S,14,3,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,0,ONLSYNC,TUT,
ENV200H1,ENVMT,S,13,5,ONLSYNC,TUT,
ENV200H1,ENVMT,S,19,6,ONLSYNC,TUT,
ENV200H1,ENVMT,S,14,1,ONLSYNC,TUT,
ENV221H1,ENVMT,F,320,189,ONLSYNC,LEC,*
ENV221H1,ENVMT,F,30,15,ONLSYNC,LEC,*
ENV221H1,ENVMT,F,10,1,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,1,CLASS,TUT,
ENV221H1,ENVMT,F,10,3,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,1,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,10,0,CLASS,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,13,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,8,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,13,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,13,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,15,ONLSYNC,TUT,
ENV221H1,ENVMT,F,15,1,ONLSYNC,TUT,
ENV222H1,ENVMT,S,350,209,ONLASYNC,LEC,*
ENV222H1,ENVMT,S,25,25,ONLSYNC,TUT,
ENV222H1,ENVMT,S,50,44,ONLSYNC,TUT,
ENV222H1,ENVMT,S,50,41,ONLSYNC,TUT,
ENV222H1,ENVMT,S,25,21,ONLSYNC,TUT,
ENV222H1,ENVMT,S,50,20,ONLSYNC,TUT,
ENV222H1,ENVMT,S,50,18,ONLSYNC,TUT,
ENV222H1,ENVMT,S,50,7,ONLSYNC,TUT,
ENV222H1,ENVMT,S,50,21,ONLSYNC,TUT,
ENV223H1,ENVMT,F,18,18,CLASS,LEC,*
ENV223H1,ENVMT,F,87,87,ONLSYNC,LEC,*
ENV234H1,EEB,F,205,130,ONLSYNC,LEC,*
ENV234H1,EEB,F,26,15,ONLSYNC,PRA,
ENV234H1,EEB,F,26,7,ONLSYNC,PRA,
ENV234H1,EEB,F,26,17,ONLSYNC,PRA,
ENV234H1,EEB,F,26,7,ONLSYNC,PRA,
ENV234H1,EEB,F,26,26,ONLSYNC,PRA,
ENV234H1,EEB,F,25,21,ONLSYNC,PRA,
ENV234H1,EEB,F,25,21,ONLSYNC,PRA,
ENV234H1,EEB,F,25,14,ONLSYNC,PRA,
ENV237H1,PHY,S,6,6,CLASS,LEC,*
ENV237H1,PHY,S,20,15,ONLSYNC,LEC,*
ENV237H1,PHY,S,5,0,CLASS,PRA,
ENV237H1,PHY,S,21,21,ONLSYNC,PRA,
ENV238H1,PHY,S,2,2,CLASS,LEC,
ENV238H1,PHY,S,8,8,ONLSYNC,LEC,
ENV238H1,PHY,S,0,0,CLASS,PRA,
ENV238H1,PHY,S,10,10,ONLSYNC,PRA,
ENV261H1,ENVMT,F,60,52,ONLSYNC,LEC,*
ENV261H1,ENVMT,F,30,30,ONLSYNC,TUT,
ENV261H1,ENVMT,F,30,19,ONLSYNC,TUT,
ENV307H1,ENVMT,S,12,12,CLASS,LEC,*
ENV307H1,ENVMT,S,72,66,ONLSYNC,LEC,*
ENV307H1,ENVMT,S,12,12,CLASS,PRA,
ENV307H1,ENVMT,S,12,12,CLASS,PRA,
ENV307H1,ENVMT,S,30,30,ONLSYNC,PRA,
