code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,teachingMethod,enrollmentControls
MAT136H1,MAT,S,8,5,ONLSYNC,TUT,
MAT136H1,MAT,S,22,14,ONLSYNC,TUT,
MAT136H1,MAT,S,21,4,ONLSYNC,TUT,
MAT136H1,MAT,S,14,2,ONLSYNC,TUT,
MAT136H1,MAT,S,18,2,ONLSYNC,TUT,
MAT136H1,MAT,S,18,3,ONLSYNC,TUT,
MAT136H1,MAT,S,18,3,ONLSYNC,TUT,
MAT136H1,MAT,S,22,21,ONLSYNC,TUT,
MAT136H1,MAT,S,21,3,ONLSYNC,TUT,
MAT136H1,MAT,S,20,10,ONLSYNC,TUT,
MAT136H1,MAT,S,20,14,ONLSYNC,TUT,
MAT136H1,MAT,S,20,9,ONLSYNC,TUT,
MAT136H1,MAT,S,20,4,ONLSYNC,TUT,
MAT136H1,MAT,S,16,6,ONLSYNC,TUT,
MAT136H1,MAT,S,24,13,ONLSYNC,TUT,
MAT136H1,MAT,S,24,13,ONLSYNC,TUT,
MAT136H1,MAT,S,22,9,ONLSYNC,TUT,
MAT136H1,MAT,S,21,8,ONLSYNC,TUT,
MAT136H1,MAT,S,20,7,ONLSYNC,TUT,
MAT136H1,MAT,S,15,15,ONLSYNC,TUT,
MAT136H1,MAT,S,10,10,ONLSYNC,TUT,
MAT136H1,MAT,S,20,20,ONLSYNC,TUT,
MAT136H1,MAT,S,24,24,ONLSYNC,TUT,
MAT136H1,MAT,S,20,20,ONLSYNC,TUT,
MAT136H1,MAT,S,22,22,ONLSYNC,TUT,
MAT136H1,MAT,S,22,22,ONLSYNC,TUT,
MAT136H1,MAT,S,18,14,ONLSYNC,TUT,
MAT136H1,MAT,S,19,19,ONLSYNC,TUT,
MAT136H1,MAT,S,18,13,ONLSYNC,TUT,
MAT136H1,MAT,S,20,9,ONLSYNC,TUT,
MAT136H1,MAT,S,10,4,ONLSYNC,TUT,
MAT136H1,MAT,S,10,10,ONLSYNC,TUT,
MAT136H1,MAT,S,19,8,ONLSYNC,TUT,
MAT136H1,MAT,S,20,11,ONLSYNC,TUT,
MAT136H1,MAT,S,16,16,ONLSYNC,TUT,
MAT137Y1,MAT,Y,200,200,ONLSYNC,LEC,1
MAT137Y1,MAT,Y,48,48,CLASS,LEC,1
MAT137Y1,MAT,Y,200,200,ONLSYNC,LEC,1
MAT137Y1,MAT,Y,48,48,CLASS,LEC,1
MAT137Y1,MAT,Y,200,200,ONLSYNC,LEC,1
MAT137Y1,MAT,Y,219,219,ONLSYNC,LEC,1
MAT137Y1,MAT,Y,200,139,ONLSYNC,LEC,1
MAT137Y1,MAT,Y,200,200,ONLSYNC,LEC,1
MAT137Y1,MAT,Y,14,14,CLASS,TUT,
MAT137Y1,MAT,Y,10,10,CLASS,TUT,
MAT137Y1,MAT,Y,35,32,CLASS,TUT,
MAT137Y1,MAT,Y,15,14,CLASS,TUT,
MAT137Y1,MAT,Y,15,7,CLASS,TUT,
MAT137Y1,MAT,Y,20,5,CLASS,TUT,
MAT137Y1,MAT,Y,20,7,CLASS,TUT,
MAT137Y1,MAT,Y,12,12,CLASS,TUT,
MAT137Y1,MAT,Y,12,1,CLASS,TUT,
MAT137Y1,MAT,Y,13,4,CLASS,TUT,
MAT137Y1,MAT,Y,18,6,CLASS,TUT,
MAT137Y1,MAT,Y,13,1,CLASS,TUT,
MAT137Y1,MAT,Y,24,13,CLASS,TUT,
MAT137Y1,MAT,Y,20,5,CLASS,TUT,
MAT137Y1,MAT,Y,20,4,CLASS,TUT,
MAT137Y1,MAT,Y,20,2,CLASS,TUT,
MAT137Y1,MAT,Y,14,3,CLASS,TUT,
MAT137Y1,MAT,Y,20,19,CLASS,TUT,
MAT137Y1,MAT,Y,35,3,CLASS,TUT,
MAT137Y1,MAT,Y,20,0,CLASS,TUT,
MAT137Y1,MAT,Y,14,12,CLASS,TUT,
MAT137Y1,MAT,Y,21,14,CLASS,TUT,
MAT137Y1,MAT,Y,20,14,CLASS,TUT,
MAT137Y1,MAT,Y,20,3,CLASS,TUT,
MAT137Y1,MAT,Y,14,3,CLASS,TUT,
MAT137Y1,MAT,Y,14,4,CLASS,TUT,
MAT137Y1,MAT,Y,20,5,CLASS,TUT,
MAT137Y1,MAT,Y,20,1,CLASS,TUT,
MAT137Y1,MAT,Y,28,4,CLASS,TUT,
MAT137Y1,MAT,Y,11,1,CLASS,TUT,
MAT137Y1,MAT,Y,14,1,CLASS,TUT,
MAT137Y1,MAT,Y,7,3,CLASS,TUT,
MAT137Y1,MAT,Y,10,0,CLASS,TUT,
MAT137Y1,MAT,Y,12,4,CLASS,TUT,
MAT137Y1,MAT,Y,12,11,CLASS,TUT,
MAT137Y1,MAT,Y,24,14,CLASS,TUT,
MAT137Y1,MAT,Y,20,2,CLASS,TUT,
MAT137Y1,MAT,Y,20,1,CLASS,TUT,
MAT137Y1,MAT,Y,14,7,CLASS,TUT,
MAT137Y1,MAT,Y,23,7,CLASS,TUT,
MAT137Y1,MAT,Y,20,4,CLASS,TUT,
MAT137Y1,MAT,Y,20,3,CLASS,TUT,
MAT137Y1,MAT,Y,14,4,CLASS,TUT,
MAT137Y1,MAT,Y,20,3,CLASS,TUT,
MAT137Y1,MAT,Y,14,6,CLASS,TUT,
MAT137Y1,MAT,Y,14,1,CLASS,TUT,
MAT137Y1,MAT,Y,15,8,CLASS,TUT,
MAT137Y1,MAT,Y,12,12,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,21,21,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,21,21,ONLSYNC,TUT,
MAT137Y1,MAT,Y,21,21,ONLSYNC,TUT,
MAT137Y1,MAT,Y,20,20,ONLSYNC,TUT,
MAT137Y1,MAT,Y,21,21,ONLSYNC,TUT,
MAT137Y1,MAT,Y,25,25,ONLSYNC,TUT,
MAT137Y1,MAT,Y,20,20,ONLSYNC,TUT,
MAT137Y1,MAT,Y,20,19,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,12,12,ONLSYNC,TUT,
MAT137Y1,MAT,Y,23,23,ONLSYNC,TUT,
MAT137Y1,MAT,Y,23,23,ONLSYNC,TUT,
MAT137Y1,MAT,Y,22,22,ONLSYNC,TUT,
MAT137Y1,MAT,Y,17,17,ONLSYNC,TUT,
MAT137Y1,MAT,Y,19,11,ONLSYNC,TUT,
MAT137Y1,MAT,Y,11,11,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,18,18,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,19,19,ONLSYNC,TUT,
MAT137Y1,MAT,Y,14,14,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,21,21,ONLSYNC,TUT,
MAT137Y1,MAT,Y,18,18,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,7,7,ONLSYNC,TUT,
MAT137Y1,MAT,Y,24,24,ONLSYNC,TUT,
MAT137Y1,MAT,Y,18,18,ONLSYNC,TUT,
MAT137Y1,MAT,Y,28,28,ONLSYNC,TUT,
MAT137Y1,MAT,Y,25,25,ONLSYNC,TUT,
MAT137Y1,MAT,Y,23,23,ONLSYNC,TUT,
MAT137Y1,MAT,Y,20,20,ONLSYNC,TUT,
MAT137Y1,MAT,Y,11,11,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,15,15,ONLSYNC,TUT,
MAT137Y1,MAT,Y,18,18,ONLSYNC,TUT,
MAT138H1,MAT,F,28,28,CLASS,LEC,
MAT138H1,MAT,F,72,72,ONLSYNC,LEC,
MAT138H1,MAT,F,15,8,CLASS,TUT,
MAT138H1,MAT,F,15,12,CLASS,TUT,
MAT138H1,MAT,F,35,34,ONLSYNC,TUT,
MAT138H1,MAT,F,35,34,ONLSYNC,TUT,
MAT157Y1,MAT,Y,250,250,ONLSYNC,LEC,*
MAT157Y1,MAT,Y,41,41,ONLSYNC,TUT,
MAT157Y1,MAT,Y,42,42,ONLSYNC,TUT,
MAT157Y1,MAT,Y,42,42,ONLSYNC,TUT,
MAT157Y1,MAT,Y,42,41,ONLSYNC,TUT,
MAT157Y1,MAT,Y,41,39,ONLSYNC,TUT,
MAT157Y1,MAT,Y,42,11,ONLSYNC,TUT,
MAT193H1,MAT,S,6,6,CLASS,LEC,1
MAT193H1,MAT,S,0,0,CLASS,LEC,1
MAT193H1,MAT,S,19,4,ONLSYNC,LEC,1
MAT193H1,MAT,S,25,0,ONLSYNC,LEC,1
MAT198H1,MAT,F,12,12,CLASS,LEC,1
MAT198H1,MAT,F,13,13,ONLSYNC,LEC,1
MAT198H1,MAT,S,5,4,CLASS,LEC,1
MAT198H1,MAT,S,20,3,ONLSYNC,LEC,1
MAT223H1,MAT,F,240,240,ONLSYNC,LEC,1
MAT223H1,MAT,F,196,196,ONLSYNC,LEC,1
MAT223H1,MAT,F,196,91,ONLSYNC,LEC,1
MAT223H1,MAT,F,196,148,ONLSYNC,LEC,1
MAT223H1,MAT,F,156,156,ONLSYNC,LEC,1
MAT223H1,MAT,F,196,182,ONLSYNC,LEC,1
MAT223H1,MAT,F,156,89,ONLSYNC,LEC,1
MAT223H1,MAT,F,196,116,ONLSYNC,LEC,1
MAT223H1,MAT,F,264,252,ONLSYNC,TUT,
MAT223H1,MAT,F,264,192,ONLSYNC,TUT,
MAT223H1,MAT,F,264,102,ONLSYNC,TUT,
MAT223H1,MAT,F,264,83,ONLSYNC,TUT,
MAT223H1,MAT,F,264,247,ONLSYNC,TUT,
MAT223H1,MAT,F,262,140,ONLSYNC,TUT,
MAT223H1,MAT,S,18,18,CLASS,LEC,1
MAT223H1,MAT,S,28,28,CLASS,LEC,1
MAT223H1,MAT,S,18,18,CLASS,LEC,1
MAT223H1,MAT,S,0,0,CLASS,LEC,1
MAT223H1,MAT,S,28,28,CLASS,LEC,1
MAT223H1,MAT,S,23,23,CLASS,LEC,1
MAT223H1,MAT,S,14,14,CLASS,LEC,1
MAT223H1,MAT,S,86,63,ONLSYNC,LEC,1
MAT223H1,MAT,S,90,80,ONLSYNC,LEC,1
MAT223H1,MAT,S,168,38,ONLSYNC,LEC,1
MAT223H1,MAT,S,90,90,ONLSYNC,LEC,1
MAT223H1,MAT,S,196,41,ONLSYNC,LEC,1
MAT223H1,MAT,S,160,33,ONLSYNC,LEC,1
MAT223H1,MAT,S,107,22,ONLSYNC,LEC,1
MAT223H1,MAT,S,24,24,CLASS,TUT,
MAT223H1,MAT,S,20,11,CLASS,TUT,
MAT223H1,MAT,S,24,1,CLASS,TUT,
MAT223H1,MAT,S,43,11,CLASS,TUT,
MAT223H1,MAT,S,24,2,CLASS,TUT,
MAT223H1,MAT,S,24,23,CLASS,TUT,
MAT223H1,MAT,S,12,11,CLASS,TUT,
MAT223H1,MAT,S,24,4,CLASS,TUT,
MAT223H1,MAT,S,43,3,CLASS,TUT,
MAT223H1,MAT,S,23,3,CLASS,TUT,
MAT223H1,MAT,S,24,8,CLASS,TUT,
MAT223H1,MAT,S,20,2,CLASS,TUT,
MAT223H1,MAT,S,12,1,CLASS,TUT,
MAT223H1,MAT,S,43,1,CLASS,TUT,
MAT223H1,MAT,S,23,2,CLASS,TUT,
MAT223H1,MAT,S,24,13,CLASS,TUT,
MAT223H1,MAT,S,20,4,CLASS,TUT,
MAT223H1,MAT,S,43,6,CLASS,TUT,
MAT223H1,MAT,S,23,4,CLASS,TUT,
MAT223H1,MAT,S,20,5,CLASS,TUT,
MAT223H1,MAT,S,24,7,CLASS,TUT,
MAT223H1,MAT,S,24,3,CLASS,TUT,
MAT223H1,MAT,S,43,5,CLASS,TUT,
MAT223H1,MAT,S,23,1,CLASS,TUT,
MAT223H1,MAT,S,24,5,CLASS,TUT,
MAT223H1,MAT,S,26,23,ONLSYNC,TUT,
MAT223H1,MAT,S,26,18,ONLSYNC,TUT,
MAT223H1,MAT,S,7,3,ONLSYNC,TUT,
MAT223H1,MAT,S,27,12,ONLSYNC,TUT,
MAT223H1,MAT,S,26,9,ONLSYNC,TUT,
MAT223H1,MAT,S,26,26,ONLSYNC,TUT,
MAT223H1,MAT,S,30,29,ONLSYNC,TUT,
MAT223H1,MAT,S,26,26,ONLSYNC,TUT,
MAT223H1,MAT,S,7,7,ONLSYNC,TUT,
MAT223H1,MAT,S,26,19,ONLSYNC,TUT,
MAT223H1,MAT,S,26,26,ONLSYNC,TUT,
MAT223H1,MAT,S,38,13,ONLSYNC,TUT,
MAT223H1,MAT,S,26,5,ONLSYNC,TUT,
MAT223H1,MAT,S,7,1,ONLSYNC,TUT,
MAT223H1,MAT,S,27,11,ONLSYNC,TUT,
MAT223H1,MAT,S,26,7,ONLSYNC,TUT,
MAT223H1,MAT,S,30,3,ONLSYNC,TUT,
MAT223H1,MAT,S,38,9,ONLSYNC,TUT,
MAT223H1,MAT,S,7,0,ONLSYNC,TUT,
MAT223H1,MAT,S,27,4,ONLSYNC,TUT,
MAT223H1,MAT,S,26,8,ONLSYNC,TUT,
MAT223H1,MAT,S,30,10,ONLSYNC,TUT,
MAT223H1,MAT,S,7,1,ONLSYNC,TUT,
MAT223H1,MAT,S,27,6,ONLSYNC,TUT,
MAT223H1,MAT,S,30,1,ONLSYNC,TUT,
MAT224H1,MAT,F,196,196,ONLSYNC,LEC,1
MAT224H1,MAT,F,195,116,ONLSYNC,LEC,1
MAT224H1,MAT,F,196,74,ONLSYNC,LEC,1
MAT224H1,MAT,F,40,40,ONLSYNC,TUT,
MAT224H1,MAT,F,40,39,ONLSYNC,TUT,
MAT224H1,MAT,F,40,40,ONLSYNC,TUT,
MAT224H1,MAT,F,40,20,ONLSYNC,TUT,
MAT224H1,MAT,F,40,39,ONLSYNC,TUT,
MAT224H1,MAT,F,40,11,ONLSYNC,TUT,
MAT224H1,MAT,F,40,6,ONLSYNC,TUT,
MAT224H1,MAT,F,40,10,ONLSYNC,TUT,
MAT224H1,MAT,F,40,8,ONLSYNC,TUT,
MAT224H1,MAT,F,40,39,ONLSYNC,TUT,
MAT224H1,MAT,F,40,26,ONLSYNC,TUT,
MAT224H1,MAT,F,35,17,ONLSYNC,TUT,
MAT224H1,MAT,F,35,9,ONLSYNC,TUT,
MAT224H1,MAT,F,37,6,ONLSYNC,TUT,
MAT224H1,MAT,F,40,29,ONLSYNC,TUT,
MAT224H1,MAT,S,23,23,CLASS,LEC,1
MAT224H1,MAT,S,32,32,CLASS,LEC,1
MAT224H1,MAT,S,24,24,CLASS,LEC,1
MAT224H1,MAT,S,28,28,CLASS,LEC,1
MAT224H1,MAT,S,25,25,CLASS,LEC,1
MAT224H1,MAT,S,28,28,CLASS,LEC,1
MAT224H1,MAT,S,152,89,ONLSYNC,LEC,1
MAT224H1,MAT,S,104,77,ONLSYNC,LEC,1
MAT224H1,MAT,S,118,118,ONLSYNC,LEC,1
MAT224H1,MAT,S,76,76,ONLSYNC,LEC,1
MAT224H1,MAT,S,168,100,ONLSYNC,LEC,1
MAT224H1,MAT,S,102,63,ONLSYNC,LEC,1
MAT224H1,MAT,S,18,18,CLASS,TUT,
MAT224H1,MAT,S,11,11,CLASS,TUT,
MAT224H1,MAT,S,16,16,CLASS,TUT,
MAT224H1,MAT,S,12,12,CLASS,TUT,
MAT224H1,MAT,S,8,8,CLASS,TUT,
MAT224H1,MAT,S,9,9,CLASS,TUT,
MAT224H1,MAT,S,14,10,CLASS,TUT,
MAT224H1,MAT,S,11,1,CLASS,TUT,
MAT224H1,MAT,S,9,0,CLASS,TUT,
MAT224H1,MAT,S,14,0,CLASS,TUT,
MAT224H1,MAT,S,12,6,CLASS,TUT,
MAT224H1,MAT,S,24,11,CLASS,TUT,
MAT224H1,MAT,S,15,4,CLASS,TUT,
MAT224H1,MAT,S,9,5,CLASS,TUT,
MAT224H1,MAT,S,12,4,CLASS,TUT,
MAT224H1,MAT,S,15,3,CLASS,TUT,
MAT224H1,MAT,S,11,3,CLASS,TUT,
MAT224H1,MAT,S,9,6,CLASS,TUT,
MAT224H1,MAT,S,12,11,CLASS,TUT,
MAT224H1,MAT,S,18,9,CLASS,TUT,
MAT224H1,MAT,S,17,4,CLASS,TUT,
MAT224H1,MAT,S,12,4,CLASS,TUT,
MAT224H1,MAT,S,29,29,ONLSYNC,TUT,
MAT224H1,MAT,S,31,31,ONLSYNC,TUT,
MAT224H1,MAT,S,28,28,ONLSYNC,TUT,
MAT224H1,MAT,S,22,22,ONLSYNC,TUT,
MAT224H1,MAT,S,23,23,ONLSYNC,TUT,
MAT224H1,MAT,S,28,28,ONLSYNC,TUT,
MAT224H1,MAT,S,22,22,ONLSYNC,TUT,
MAT224H1,MAT,S,29,29,ONLSYNC,TUT,
MAT224H1,MAT,S,24,24,ONLSYNC,TUT,
MAT224H1,MAT,S,28,21,ONLSYNC,TUT,
MAT224H1,MAT,S,32,30,ONLSYNC,TUT,
MAT224H1,MAT,S,31,13,ONLSYNC,TUT,
MAT224H1,MAT,S,26,20,ONLSYNC,TUT,
MAT224H1,MAT,S,29,4,ONLSYNC,TUT,
MAT224H1,MAT,S,31,7,ONLSYNC,TUT,
MAT224H1,MAT,S,26,2,ONLSYNC,TUT,
MAT224H1,MAT,S,28,5,ONLSYNC,TUT,
MAT224H1,MAT,S,16,16,ONLSYNC,TUT,
MAT224H1,MAT,S,25,20,ONLSYNC,TUT,
MAT224H1,MAT,S,31,25,ONLSYNC,TUT,
MAT224H1,MAT,S,28,16,ONLSYNC,TUT,
MAT224H1,MAT,S,25,20,ONLSYNC,TUT,
MAT235Y1,MAT,Y,188,188,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,24,22,CLASS,LEC,*
MAT235Y1,MAT,Y,45,32,CLASS,LEC,*
MAT235Y1,MAT,Y,188,143,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,28,16,CLASS,LEC,*
MAT235Y1,MAT,Y,28,28,CLASS,LEC,*
MAT235Y1,MAT,Y,28,24,CLASS,LEC,*
MAT235Y1,MAT,Y,196,99,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,140,125,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,134,105,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,168,76,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,168,62,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,160,48,ONLSYNC,LEC,*
MAT235Y1,MAT,Y,65,65,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,65,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,65,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,65,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,65,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,60,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,64,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,28,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,38,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,15,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,42,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,13,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,10,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,38,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,21,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,65,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,24,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,28,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,17,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,33,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,15,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,6,ONLSYNC,TUT,
MAT235Y1,MAT,Y,65,9,ONLSYNC,TUT,
APM236H1,MAT,F,196,150,ONLSYNC,LEC,
APM236H1,MAT,F,164,62,ONLSYNC,LEC,
APM236H1,MAT,F,90,89,ONLSYNC,TUT,
APM236H1,MAT,F,90,38,ONLSYNC,TUT,
APM236H1,MAT,F,90,36,ONLSYNC,TUT,
APM236H1,MAT,F,90,25,ONLSYNC,TUT,
APM236H1,MAT,S,28,14,CLASS,LEC,
APM236H1,MAT,S,196,98,ONLSYNC,LEC,
APM236H1,MAT,S,136,38,ONLSYNC,LEC,
APM236H1,MAT,S,11,3,CLASS,TUT,
APM236H1,MAT,S,11,1,CLASS,TUT,
APM236H1,MAT,S,14,1,CLASS,TUT,
APM236H1,MAT,S,12,3,CLASS,TUT,
APM236H1,MAT,S,14,0,CLASS,TUT,
APM236H1,MAT,S,45,33,ONLSYNC,TUT,
APM236H1,MAT,S,45,26,ONLSYNC,TUT,
APM236H1,MAT,S,45,5,ONLSYNC,TUT,
APM236H1,MAT,S,34,13,ONLSYNC,TUT,
APM236H1,MAT,S,34,7,ONLSYNC,TUT,
APM236H1,MAT,S,31,19,ONLSYNC,TUT,
APM236H1,MAT,S,33,8,ONLSYNC,TUT,
APM236H1,MAT,S,31,14,ONLSYNC,TUT,
MAT237Y1,MAT,Y,58,58,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,18,18,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,24,24,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,58,13,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,172,105,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,112,73,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,130,130,ONLSYNC,LEC,*
MAT237Y1,MAT,Y,122,86,ONLSYNC,LEC,*
MAT240H1,MAT,F,350,350,ONLSYNC,LEC,1
MAT240H1,MAT,F,50,50,ONLSYNC,TUT,
MAT240H1,MAT,F,50,50,ONLSYNC,TUT,
MAT240H1,MAT,F,50,50,ONLSYNC,TUT,
MAT240H1,MAT,F,50,25,ONLSYNC,TUT,
MAT240H1,MAT,F,50,50,ONLSYNC,TUT,
MAT240H1,MAT,F,50,32,ONLSYNC,TUT,
MAT240H1,MAT,F,50,48,ONLSYNC,TUT,
MAT244H1,MAT,F,255,255,ONLSYNC,LEC,*
MAT244H1,MAT,F,260,260,ONLSYNC,LEC,*
MAT244H1,MAT,F,255,255,ONLSYNC,LEC,*
MAT244H1,MAT,F,36,36,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,36,36,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,36,36,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,36,35,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,36,35,ONLSYNC,TUT,
MAT244H1,MAT,F,37,16,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,36,36,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,37,37,ONLSYNC,TUT,
MAT244H1,MAT,F,37,36,ONLSYNC,TUT,
MAT244H1,MAT,F,36,35,ONLSYNC,TUT,
MAT244H1,MAT,F,37,8,ONLSYNC,TUT,
MAT244H1,MAT,F,37,9,ONLSYNC,TUT,
MAT244H1,MAT,S,33,22,CLASS,LEC,*
MAT244H1,MAT,S,23,23,CLASS,LEC,*
MAT244H1,MAT,S,32,15,CLASS,LEC,*
MAT244H1,MAT,S,122,66,ONLSYNC,LEC,*
MAT244H1,MAT,S,163,51,ONLSYNC,LEC,*
MAT244H1,MAT,S,173,57,ONLSYNC,LEC,*
MAT244H1,MAT,S,12,12,CLASS,TUT,
MAT244H1,MAT,S,30,12,CLASS,TUT,
MAT244H1,MAT,S,17,14,CLASS,TUT,
MAT244H1,MAT,S,12,4,CLASS,TUT,
MAT244H1,MAT,S,21,3,CLASS,TUT,
MAT244H1,MAT,S,12,3,CLASS,TUT,
MAT244H1,MAT,S,17,5,CLASS,TUT,
MAT244H1,MAT,S,21,3,CLASS,TUT,
MAT244H1,MAT,S,15,5,CLASS,TUT,
MAT244H1,MAT,S,21,1,CLASS,TUT,
MAT244H1,MAT,S,30,13,ONLSYNC,TUT,
MAT244H1,MAT,S,43,25,ONLSYNC,TUT,
MAT244H1,MAT,S,25,11,ONLSYNC,TUT,
MAT244H1,MAT,S,38,27,ONLSYNC,TUT,
MAT244H1,MAT,S,43,23,ONLSYNC,TUT,
MAT244H1,MAT,S,34,5,ONLSYNC,TUT,
MAT244H1,MAT,S,43,17,ONLSYNC,TUT,
MAT244H1,MAT,S,38,11,ONLSYNC,TUT,
MAT244H1,MAT,S,34,9,ONLSYNC,TUT,
MAT244H1,MAT,S,40,10,ONLSYNC,TUT,
MAT246H1,MAT,F,200,200,ONLSYNC,LEC,
MAT246H1,MAT,F,190,114,ONLSYNC,LEC,
MAT246H1,MAT,F,65,65,ONLSYNC,TUT,
MAT246H1,MAT,F,65,65,ONLSYNC,TUT,
MAT246H1,MAT,F,65,65,ONLSYNC,TUT,
MAT246H1,MAT,F,95,29,ONLSYNC,TUT,
MAT246H1,MAT,F,95,52,ONLSYNC,TUT,
MAT246H1,MAT,S,48,34,CLASS,LEC,
MAT246H1,MAT,S,23,22,CLASS,LEC,
MAT246H1,MAT,S,33,10,CLASS,LEC,
MAT246H1,MAT,S,122,122,ONLSYNC,LEC,
MAT246H1,MAT,S,202,89,ONLSYNC,LEC,
MAT246H1,MAT,S,132,132,ONLSYNC,LEC,
MAT246H1,MAT,S,20,20,CLASS,TUT,
MAT246H1,MAT,S,14,14,CLASS,TUT,
MAT246H1,MAT,S,12,11,CLASS,TUT,
MAT246H1,MAT,S,11,5,CLASS,TUT,
MAT246H1,MAT,S,12,7,CLASS,TUT,
MAT246H1,MAT,S,12,0,CLASS,TUT,
MAT246H1,MAT,S,14,2,CLASS,TUT,
MAT246H1,MAT,S,15,1,CLASS,TUT,
MAT246H1,MAT,S,12,1,CLASS,TUT,
MAT246H1,MAT,S,20,3,CLASS,TUT,
MAT246H1,MAT,S,15,1,CLASS,TUT,
MAT246H1,MAT,S,17,0,CLASS,TUT,
MAT246H1,MAT,S,11,0,CLASS,TUT,
MAT246H1,MAT,S,31,31,ONLSYNC,TUT,
MAT246H1,MAT,S,25,25,ONLSYNC,TUT,
MAT246H1,MAT,S,33,32,ONLSYNC,TUT,
MAT246H1,MAT,S,20,20,ONLSYNC,TUT,
MAT246H1,MAT,S,30,24,ONLSYNC,TUT,
MAT246H1,MAT,S,28,8,ONLSYNC,TUT,
MAT246H1,MAT,S,29,16,ONLSYNC,TUT,
MAT246H1,MAT,S,25,25,ONLSYNC,TUT,
MAT246H1,MAT,S,31,23,ONLSYNC,TUT,
MAT246H1,MAT,S,33,25,ONLSYNC,TUT,
